,0,1
2314,"Казьтышта, ГТО комплекс – тайӧ медшӧр нырвизь, мый отсӧгӧн сӧвмӧдӧны отрасльсӧ да велӧдӧны йӧзсӧ нуӧдны дзоньвидза оланног.","Напомню, комплекс ГТО одно из ключевых направлений в развитии отрасли и формировании здорового образа жизни населения."
2315,"Сідзжӧ, сійӧ «Демография» федеральнӧй проектса «Спорт – олан норма» федеральнӧй проектлӧн юкӧнъяс пиысь ӧти», – тӧдчӧдіс Наталья Карина.","К тому же, это одна из составляющих федерального проекта «Спорт – норма жизни» федерального проекта «Демография»», - подчеркнула Наталья Карина."
2316,"Пасъям, мый ГТО-лӧн регионъясса операторъяслысь да Тестируйтан шӧринъяслысь вӧзйӧмъяссӧ видлалӧм бӧрын 2021 во заводитчӧмсянь ГТО серти рейтингсӧ арталӧны мӧд ногӧн.","Отметим, по итогам анализа предложений региональных операторов ГТО и Центров тестирования с начала 2021 года рейтинг ГТО рассчитывается по-новому."
2317,Сизим донъялан критерий пыдди лоис 9.,"Вместо 7 критериев оценки, их стало 9."
2318,"ГТО автоматизируйтӧм юӧртан системаын содӧ пасйысьӧм йӧзлӧн лыдыс, кодъяс босьтчисны нин вӧчны нормативъяссӧ.","В сумме с нарастающим количеством людей, зарегистрированных в АИС ГТО и приступивших к выполнению нормативов, дополнительно учитывается количество уникальных новых граждан за оцениваемый квартал."
2319,"Накӧд ӧтлаын лыддьӧны сійӧ гражданасӧ, кодъяс донъялан кварталӧ пырӧдчӧны ГТО-ӧ.",Нововведения позволяют: видеть работу региона не только в итогах за 7 лет внедрения и реализации комплекса ГТО.
2320,7 во сайын Россияса Президент В.В. Путин выль пӧв паніс уджсӧ ГТО комплекс серти. Тайӧ кадӧ комплексас пырӧдчисны 15 миллионысь унджык морт.,Всего же за 7 лет к возрожденному Президентом России В.В. Путиным комплексу ГТО присоединились более 15 миллионов граждан.
2321,На лыдысь 9 миллионысь унджыкӧн сдайтӧны комплекслысь нормативъяссӧ 2 655 тестируйтан шӧринын.,Из них более 9 миллионов человек приступили к выполнению нормативов комплекса в 2 655 центрах тестирования.
2322,Владимир Уйба: «Стажёр» проект – том специалистъяслы уджсикас серти бур школа» ,"Владимир Уйба: «Проект ""Стажёр"" – хорошая профессиональная школа для молодых специалистов» "
2323,Коми Республикаса Юралысь аддзысьліс олӧмӧ пӧртысь власьт органъясӧ том специалистъясӧс корӧм серти регионса проектӧ пырӧдчысьяскӧд.,Глава Республики Коми встретился с участниками регионального проекта по привлечению в органы исполнительной власти молодых специалистов.
2324,"«Бура пуктӧм кадрӧвӧй уджтӧг, смена дасьтытӧг быд власьтлӧн, быд администрируйтӧмлӧн аскиа луныс абу.","«Без хорошо проработанной кадровой политики, без подготовки смены любая власть, любое администрирование обречены на провал."
2325,"Та вӧсна Коми Республикаса Веськӧдлан котырлӧн канму тшупӧда могыс – босьтны вузъяссӧ енбиа помалысьяссӧ удж вылӧ, сы лыдын и канму власьт органъясӧ», – шуис Владимир Уйба.","Поэтому привлечение на работу, в том числе в государственные органы власти, наиболее талантливых выпускников вузов для Правительства Коми – это задача государственной важности», - сказал Владимир Уйба."
2326,"Россияса Президент Владимир Путин 2021 вося косму тӧлысьӧ Федеральнӧй Собрание дорӧ аслас посланиеын пуктіс мог – лӧсьӧдны енбиа том йӧзлы колана условиеяс сы вылӧ, медым найӧ велӧдчисны да та бӧрын локтісны уджавны канму власьт органъясӧ да отечественнӧй предприятиеясӧ.","Задачу по созданию необходимых условий не только для обучения, но и для последующего трудоустройства талантливой молодёжи в государственных органах власти и на отечественных предприятиях в своём послании Федеральному Собранию в апреле 2021 года озвучил Президент России Владимир Путин."
2327,"Канмуса Юралысь пасйис: «Вӧчам ставсӧ, медым Россияса том йӧзлӧн вӧлі унджык позянлун аддзыны асьнысӧ олӧмын».","Глава государства обозначил: «Сделаем всё, чтобы для молодого поколения России было открыто как можно больше возможностей в жизни»."
2328,2020 во помын примитісны «Россия Федерацияын том йӧз политика йылысь» Федеральнӧй оланпас.,В конце 2020 года был принят Федеральный закон «О молодёжной политике в Российской Федерации».
2329,Регионын дасьтӧма «Коми Республикаын том йӧз политика йылысь» оланпаслӧн бала.,В Республике Коми разработан проект закона «О молодёжной политике в Республике Коми».
2330,Регионса Юралысь Владимир Уйба матысса кадӧ сетас сійӧс Коми Республикаса Каналан Сӧветӧ видлалӧм вылӧ.,В ближайшее время Глава Республики Коми Владимир Уйба внесёт его на рассмотрение в Государственный Совет Республики Коми.
2331,"Тайӧ оланпас бала отсӧгӧн лӧсьӧдӧны республиканскӧй оланпастэчассӧ федеральнӧй серти, пыртӧны том йӧз политика збыльмӧдан выль принципъяс.","Этот законопроект приводит республиканское законодательство в соответствие с федеральным, вводит новые принципы реализации молодёжной политики."
2332,Сы отсӧгӧн дасьтасны выль уджтасъяс да вынсьӧдасны том йӧзкӧд уджалана нырвизьяссӧ.,Станет основой для разработки новых программ и усиления уже действующих направлений работы с молодёжью.
2333,«Стажёр» проект – татшӧм уджалысь да бур проектъяс пиысь ӧти.,"Проект «Стажёр» - одно из таких, уже действующих и эффективных направлений."
2334,"Сэтчӧ вермасны пырӧдчыны вузъяс помалысьяс, кодъяслы эз на тыр 27 арӧс, кодъяс прӧйдитісны собеседование да тестируйтӧм.","Стать его участниками могут выпускники вузов в возрасте до 27 лет, прошедшие конкурсные процедуры – собеседование и тестирование."
2335,"Во быд куим тӧлысь чӧж том специалистъяс уджалӧны республикаса ведомствояс либӧ министерствояс лыдысь ӧтиын, пырӧдчӧны налӧн уджӧ, тӧдмалӧны, кыдзи котыртӧма сэні уджсӧ.","В течение года каждые три месяца молодые специалисты погружаются в работу одного из министерств или ведомств республики, знакомятся с их деятельностью, структурой, изучают специфику работы данного органа."
2336,Быд стажёркӧд уджалӧ наставник.,За каждым стажёром закрепляется наставник.
2337,"Проектсӧ пӧртӧны олӧмӧ 7 во чӧж нин. Тайӧ каднас конкурсӧ пырӧдчис 235 морт, нелямынӧн лоисны вермысьясӧн да стажируйтчисны, на лыдысь комын кыкӧн уджалӧны канму да муниципальнӧй веськӧдлан системаын.","За 7 лет реализации проекта в конкурсном отборе приняли участие 235 человек, 40 человек были признаны победителями и прошли стажировку, из них 32 человека продолжили свою профессиональную деятельность в системе государственного и муниципального управления."
2338,2020-2021 воясся сезонысь витнан выпускникыс кутасны уджавны регионӧн веськӧдлан канму да муниципальнӧй системаын.,Все пять выпускников сезона 2020-2021 годов уже определились со своей дальнейшей профессиональной деятельностью и связывают её с работой в системе государственного и муниципального управления региона.
2339,«Стажёр» проект – тайӧ зэв бур позянлун заводитны уджавны олӧмӧ пӧртысь власьт системаын.,"«Проект ""Стажёр"" – это отличное начало для работы в органах исполнительной власти."
2340,"Во чӧжӧн миян лоӧны опыт, тӧдӧмлун, кужанлунъяс да профессиональнӧй юкӧнын выль тӧдсаяс.","За год участия в проекте мы приобретаем бесценный опыт, знания, навыки и новые знакомства в профессиональной сфере."
2341,"Проектӧ выль пырӧдчысьяслы сиа, медым найӧ эз повны сьӧкыдлунъясысь, вӧдитчисны асланыд тӧдӧмлунӧн да велӧдчисны наставникъяслысь, босьтісны налысь опытсӧ», – пасйис проектса выпускник Мария Ван.","Новым участникам проекта хочу пожелать не бояться трудностей, использовать свои знания и учиться у своих наставников, перенимая их опыт», - отметила выпускник проекта Мария Ван."
2342,"Владимир Уйба сиис вермӧмъяс выль стажёръяслы, аттьӧаліс проектса координаторъясӧс да наставникъясӧс том специалистъясӧс уджсикас серти сӧвмӧдӧмӧ ыджыд пай пуктӧмысь да отсалӧмысь, выпускникъясӧс – водзмӧстчӧмысь, кывкутӧмысь да стажировка дырйи на водзын сувтӧдӧм могъяссӧ бура збыльмӧдӧмӧн петкӧдлӧм тӧдӧмлунъясысь.","Владимир Уйба пожелал успехов новичкам-стажёрам, поблагодарил координаторов проекта и наставников за вклад в профессиональное развитие молодых специалистов и за их поддержку, выпускников – за инициативность, ответственность и компетентность, которые они проявили в ходе стажировки, на высоком уровне выполняя поставленные задачи."
2343,"«Овлӧ, сьӧкыд примитны сійӧ либӧ мӧд решениесӧ.","«Бывает так, что принять какое-либо решение очень сложно."
2344,"Оз пыр оланпас да оланпасувса актъяс, удж серти инструкцияяс отсавны корсьны коланасӧ.","И не всегда законные или подзаконные акты, должностные инструкции помогают найти правильное решение."
2345,"Сэки вӧчӧй сэтшӧм ногӧн, кыдзи эськӧ вӧчинныд медматысса мортлы.","В таких случаях поступайте так, как поступили бы в отношении самого близкого человека."
2346,"Сы вӧсна, мый медтӧдчанаыс, и ме пасъя тайӧс нӧшта ӧтчыд, – служитны йӧзлы.","Потому что самое главное, и я на этом настаиваю, - это служение людям."
2347,"Таын и эм канму да муниципальнӧй службалӧн могыс – служитны йӧзлы, веськыда, восьсӧн, тшӧкыда оланпаслы лӧсялана выль решениеяс примитӧмӧн, кутшӧмъяс кутасны отсавны йӧзлы, кутасны бурмӧдны налысь олӧмсӧ.","В этом и заключается суть государственной или муниципальной службы – служить людям, служить честно и открыто, зачастую изобретая новые законные решения, которые будут помогать людям, будут улучшать их качество жизни."
2348,"Тайӧ медтӧдчана да, чайта, медыджыд бурсиӧм, кутшӧмӧс ме кӧсйи висьтавны тіянлы», – кывкӧртӧд пыдди шуис Владимир Уйба «Стажёр» проектса участвуйтысьяслы.","Это самое важное и, пожалуй, самое большое напутствие, которое я хотел вам сказать», - в заключение обратился к участникам проекта «Стажёр» Владимир Уйба."
2349,Коми Республикаса Юралысь чолӧмалӧ Кӧрт туйвывса уджалысьлӧн лунӧн ,Поздравление Главы Республики Коми с Днём железнодорожника 
2350,"«Кӧрт туй транспортын пыдди пуктана уджалысьяс, ветеранъяс!","«Уважаемые работники железнодорожного транспорта, ветераны!"
2351,Чолӧмала тіянӧс уджсикас гажӧн – Кӧрт туйвывса уджалысьлӧн лунӧн!,Поздравляю вас с профессиональным праздником – Днём железнодорожника!
2352,"Тіян уджныд отсалӧ странаса медылыс пельӧсъясӧ нуны грузъяс, безопаснӧя да комфортӧн ветлӧдлыны пассажиръяслы.","Благодаря вашему каждодневному труду в самые дальние уголки страны доставляются грузы, безопасно и с комфортом ездят пассажиры."
2353,"Миян ыджыд республикалы кӧрт туйясыс зэв тӧдчанаӧсь, а медся войвыв муяслы кӧрт туйыс – медшӧр транспорт.","Для Республики Коми, с её большими расстояниями, стальные магистрали имеют огромное значение, для самых северных территорий являются основным видом транспорта."
2354,"Кӧрт туй юкӧныс пыр сӧвмӧ: выльмӧдӧны кӧрт туй вылын колана транспортсӧ, бурмӧдӧны инфраструктурасӧ.","Железная дорога не стоит на месте, она всегда в движении и развитии, обновляется подвижной состав, улучшается инфраструктура."
2355,"Таво тулысын Сыктывкарын помалісны дзоньтавны вокзалсӧ, сійӧ ӧні лӧсялӧ и сьӧкыда ветлысь йӧзлы.","Весной этого года завершился ремонт вокзала города Сыктывкара, он стал комфортным и для маломобильных групп населения."
2356,Регыд юркарса Эжва микрорайонын лоӧ выль пассажирскӧй платформа да павильон.,Новая пассажирская платформа и здание павильона в скором времени появятся в Эжвинском районе столицы республики.
2357,"Аттьӧ странаса кӧрт туй системаын став уджалысьлы кывкутӧмысь, ассьыныд уджнытӧ бурмӧдны кӧсйӧмысь.","Спасибо всем, кто трудится в системе железных дорог страны, за ответственность, нацеленность на улучшение качества своей работы."
2358,Торйӧн кӧсъя аттьӧавны кӧрт туй вылын уджалысьясӧс выль коронавирус инфекция дырйи вакцинируйтан выезднӧй пунктъяс котыртӧмысь.,Отдельная благодарность железнодорожникам за помощь в борьбе с новой коронавирусной инфекцией – организацию выездных пунктов вакцинации.
2359,"Став сьӧлӧмсянь сиа кӧрт туй вылын уджалысьяслы да ветеранъяслы крепыд дзоньвидзалун, семьякостса шуд да тыр-бур олӧм!»","От всей души желаю всем сотрудникам и ветеранам железной дороги крепкого здоровья, семейного счастья и благополучия!»"
2360,Коми Республикаса Юралысь В.В. Уйба.,Глава Республики Коми В. В. Уйба
2361,Владимир Уйба ветліс Чилимдін районса ылыс олан пунктъясӧ ,Владимир Уйба побывал в отдалённых населённых пунктах Усть-Цилемского района 
2362,Коми Республикаса Юралысь кык лун чӧж уджаліс Чилимдін районын.,Глава Республики Коми находится с двухдневной рабочей поездкой в Усть-Цилемском районе.
2363,"Талун, сора тӧлысь 29 лунӧ, Владимир Уйба воліс Йӧрмидз, Бугаев сиктъясӧ да Новый Бор посёлокӧ, кӧні аддзысьліс сэтчӧс олысьяскӧд да видзӧдліс, кыдзи сиктса школаяс дасьтысьӧны выль велӧдчан во кежлӧ.","Сегодня, 29 июля, Владимир Уйба посетил сёла Ёрмица, Среднее Бугаево и посёлок Новый Бор, где встретился с местными жителями и проверил ход подготовки сельских школ к новому учебному году."
2364,Бугаев сиктын Коми Республикаса Юралысь видзӧдліс школасӧ.,В селе Среднее Бугаево Глава Республики Коми осмотрел школу.
2365,Сійӧс капитальнӧя дзоньталӧм вылӧ сьӧмсӧ вичмӧдіс «ЛУКОЙЛ» публичнӧй акционер котыр.,Капитально отремонтированную при финансовой поддержке ПАО «ЛУКОЙЛ».
2366,"В.П. Кисляков нима Бугаевса шӧр школаӧ кӧч тӧлысь 1 лунӧ локтасны велӧдчыны Бугаев сиктысь да Вылыс Бугаев грездысь 18 челядь, детсадйӧ локтас 6 кага.",1 сентября МБОУ «Бугаевская основная общеобразовательная школа имени В.П. Кислякова» примет 18 учащихся и 6 дошколят из села Среднее Бугаево и деревни Верхнее Бугаево.
2367,Учреждениеыс меститчӧ тайӧ стрӧйбаын 1974 восянь.,"Учреждение работает в здании, которое запущено в эксплуатацию в 1974 году."
2368,2015 воын детсадлысь уджсӧ выль ног котыртӧм бӧрын сійӧ вуджис татчӧ.,В 2015 году после реорганизации детского сада сюда переехала и дошкольная группа.
2369,2020 воын школасӧ ойдліс тувсовъя ытва дырйи.,В 2020 году школа серьёзно пострадала в результате весеннего половодья.
2370,Ойдӧминӧ воліс Коми Республикаса Юралысь Владимир Уйба.,На затопленной территории побывал Глава Республики Коми Владимир Уйба.
2371,"Стрӧйбасӧ видзӧдлӧм бӧрын сійӧ тшӧктіс Коми Республикаса Веськӧдлан котырлы корсьны позянлун стрӧитны выль школа да дзоньтавны ӧнія стрӧйбасӧ, медым челядь водзӧ велӧдчисны бур да безопаснӧй условиеясын.","Осмотрев здание, он поручил Правительству Республики Коми проработать вопрос о строительстве новой школы и провести ремонтно-восстановительные работы действующего здания, чтобы дети продолжили учиться в комфортных и безопасных условиях."
2372,2021 вося медводдза кварталын «ЛУКОЙЛ» публичнӧй акционер котырӧн вичмӧдӧм сьӧм вылӧ помалісны капитальнӧя дзоньталан уджъяссӧ.,"В первом квартале 2021 года был завершён капитальный ремонт в рамках средств, выделенных ПАО «ЛУКОЙЛ»."
2373,Тайӧ гожӧмнас школасӧ дасьтан уджӧ пырӧдчис Коми Республикалӧн нӧшта ӧти социальнӧй уджъёрт - «Лузалес» ичӧт кывкутана котыр.,Этим летом к подготовке школы в Среднем Бугаево подключился ещё один социальный партнёр Республики Коми – ООО «Лузалес».
2374,"Тайӧ компания отсӧгӧн важ пу ӧшиньяссӧ вежӧны ПВХ-ысь ӧшиньяс вылӧ, мыйкӧ мында дзоньталӧны стенъяссӧ, мавтӧны джоджъяс да стенъяс.","При поддержке этой компании производится замена старых деревянных окон на окна из ПВХ, частичный ремонт стен, покраска полов и стен."
2375,Выль школасӧ кӧсйӧны кыпӧдны 2025 воӧдз Коми Республикаын велӧдан юкӧнын инфраструктура сӧвмӧдан (стрӧитан) стратегическӧй карта серти.,Строительство новой школы запланировано в рамках Стратегической карты развития (строительства) инфраструктуры сферы образования в Республике Коми на период до 2025 года.
2376,"Владимир Уйба видзӧдліс, кыдзи выль велӧдчан во кежлӧ дасьтысьӧны Новый Бор посёлокын.",Ход подготовки к новому учебному году Владимир Уйба проверил и в посёлке Новый Бор.
2377,"Кӧч тӧлысь 1 лунӧ Новый Бор посёлокын С.М. Черепанов нима шӧр школаын кутасны велӧдчыны Харъяга посёлокысь, Йӧрмидз сиктысь да Медвежка сикт кодь посёлокысь 62 велӧдчысь.","1 сентября МБОУ «Новоборская СОШ им. С.М. Черепанова» примет 62 учащихся из п. Харьяга, с. Ёрмица и пст. Медвежка."
2378,"Школаын мыйкӧ мында косметическӧя дзоньталӧны велӧдчан жыръяссӧ да коридоръяссӧ, дзоньталӧны канализация системасӧ, бырӧдӧны Роспотребнадзорӧн индӧм нелючкиторъяссӧ, кырымалӧма тревожнӧй кнопка сувтӧдӧм вылӧ сёрнитчӧм.","В школе проводится частичный косметический ремонт учебных кабинетов и коридоров, ремонт канализационной системы, устраняются замечания Роспотребнадзора, заключён договор на установку тревожной кнопки."
2379,"Новый Бор посёлокын да Йӧрмидз сиктын Коми Республикаса Юралысь аддзысьліс олысьяскӧд, найӧ сёрнитісны Чилимдін районсӧ да татчӧс олан пунктъяссӧ водзӧ сӧвмӧдӧмын могъяс йылысь, олысьясӧс майшӧдлысь мытшӧдъяс да найӧс бырӧдӧм серти вӧзйӧмъяс йылысь.","В посёлке Новый Бор и селе Ёрмица Глава Республики Коми встретился с населением, обсудил с жителями перспективы развития населённых пунктов и в целом Усть-Цилемского района, волнующие жителей проблемы и предложения по их решению."
2380,Чилимдін районса олысьяскӧд аддзысьлӧм бӧрын дасьтасны Коми Республикаса Юралысьлӧн тшӧктӧмъяслысь протокол.,По итогам встреч с жителями Усть-Цилемского района будет составлен протокол поручений Главы Республики Коми.
2381,Регионса Веськӧдлан котыр муниципалитетлӧн администрациякӧд ӧтвылысь нуӧдасны удж Владимир Уйбакӧд аддзысьлӧм дырйи олысьясӧн кыпӧдӧм быд юалӧм серти.,"Правительство республики совместно с администрацией муниципалитета проработает каждый вопрос, который подняли люди на встречах с Владимиром Уйба."
2382,Республикаса Юралысь видзӧдӧ протоколса помшуӧмъяссӧ олӧмӧ пӧртӧм бӧрся.,Исполнение протокольных решений находится на особом контроле главы республики.
2383,Владимир Уйбалӧн тшӧктӧм серти Чилимдін районын Карпушев грездын лӧсьӧдӧны ваӧн могмӧдан бур система ,По поручению Владимира Уйба в Усть-Цилемском районе ведутся работы по обеспечению надёжного водоснабжения д. Карпушевка 
2384,Мытшӧдсӧ уна во чӧж эз бырӧдны.,Проблема не решалась много лет.
2385,"2020 воын грездсаяс шыӧдчисны Владимир Уйба дорӧ, кодӧс сійӧ кад кежлӧ Россияса Президентӧн индіс Коми Республикаса Юралысьлысь могъяс недыр кад чӧж збыльмӧдысь чинӧ.","В 2020 году жители деревни обратились за помощью к Владимиру Уйба, на тот момент назначенного решением Президента России временно исполняющим обязанности Главы Республики Коми."
2386,Шыӧдчӧм серти заводитчис удж.,Вопрос был взят в работу.
2387,"Талун, сора тӧлысь 28 лунӧ, Чилимдін районӧ удж серти ветлігӧн Владимир Уйба видзӧдліс, кыдзи збыльмӧдӧны сылысь тшӧктӧмсӧ.","Сегодня, 28 июля, во время рабочей поездки в Усть-Цилемский район Владимир Уйба проверил, как исполняется его поручение."
2388,2021 вося сора тӧлысьӧ Мӧскашор сиктын «Коми теплӧвӧй компания» акционер котырлӧн му участокын кодйисны скважина.,В июле 2021 года проводились работы по бурению скважины в селе Коровий Ручей на земельном участке АО «Коми тепловая компания».
2389,"Буритӧм скважинаыс лоӧ Чукчин, Мӧскашор, Карпушев сикт-грезд ваӧн могмӧдан резервнӧй ӧшмӧсӧн, а сідзжӧ сетас позянлун могмӧдны ваӧн Карпушев грездлысь вылыс юкӧнсӧ.","Пробуренная скважина будет являться резервным источником водоснабжения для населённых пунктов Чукчино, Коровий Ручей, Карпушевка, а также позволит обеспечить верхнею часть д. Карпушевка водоснабжением."
2390,"Скважиналӧн джудждаыс 347 метра, ылӧсалан дебитыс суткинас 80 м3.",Глубина скважины 347 метров ориентировочный дебит скважины 80 м³/сут.
2391,Валӧн пробаяс серти колӧ сувтӧдны ва весалан да сеть пытшкын давление кыпӧдан станцияяс.,По имеющим пробам воды необходима установка станции водоочистки и насосной станции для повышения давления в сети.
2392,Карпушевлысь вылыс юкӧнсӧ ваӧн могмӧдӧм вылӧ колӧ стрӧитны ва сетан шӧр проводсянь 700 метраысь кузьджык выль вож.,Для обеспечения верхней части д. Карпушевка водоснабжением необходимо строительство новой ветки магистрального водопровода протяжённостью более 700 метров.
2393,Та вылӧ колӧ йитны Мӧскашор сиктса уджалысь ва сетан проводсӧ да Карпушев грездса Авиация улича кузя 75 номера керка дорын уджалысь ва сетья,Путём соединения существующего водопровода в селе Коровий Ручей и существующих сетей в районе д. 75 по ул. Авиационной деревни Карпушевка.
2394,Нуӧдӧма инженернӧй корсьысьӧмъяс да дасьтӧма объект стрӧитан проект серти документациясӧ.,Выполнены инженерные изыскания и разработана проектная документация на строительство объекта.
2395,Ӧні нуӧдӧны ва сетан провод стрӧитӧм вылӧ контракт кырымалӧм серти уджъяс.,В настоящее время ведутся работы по заключению контракта на строительство водопровода.
2396,Чилимдін районса Хабариха сиктын стрӧитӧны 80 юр вылӧ гырысь скӧт видзан карта ,В селе Хабариха Усть-Цилемского района строится животноводческая ферма на 80 голов крупного рогатого скота 
2397,Крестьяна фермер овмӧсӧн веськӧдлысь Василий Захаров збыльмӧдӧ проектсӧ Коми Республикаса Веськӧдлан котыр отсӧгӧн.,При поддержке Правительства Республики Коми проект реализует глава крестьянского фермерского хозяйства Василий Захаров.
2398,"Талун, сора тӧлысь 28 лунӧ, регионса Юралысь Владимир Уйба воліс стрӧитчысь объект вылӧ, фермеркӧд найӧ сёрнитісны Чилимдін районын видз-му овмӧс сӧвмӧдӧмын водзӧ вылӧ могъяс йылысь.","Сегодня, 28 июля, Глава Республики Коми Владимир Уйба посетил строящийся объект и обсудил с фермером перспективы развития отрасли сельского хозяйства в Усть-Цилемском районе."
2399,"2020 воын Василий Захаровлы регионса Видз-му овмӧс министерство сетіс 19,8 миллион шайт ыджда грант, медым кыпӧдны скӧт видзан карта, кӧні кутасны видзны 80 мӧс, сэні лоӧ и кукъяс быдтанін.","В 2020 году Василий Захаров получил грант по линии регионального Минсельхоза в размере 19,8 млн рублей на строительство животноводческой фермы на 80 голов маточного поголовья КРС с участком отращивания."
2400,Проектлӧн ӧтувъя доныс – 32 миллионысь унджык шайт.,Общая стоимость проекта составляет более 32 млн рублей.
2401,Скӧт видзан картасӧ стрӧитӧны кирпичысь да пуысь.,Животноводческое помещение строится из кирпича и дерева.
2402,Кӧсйӧны ортсысяньыс утеплитны стенъяссӧ да кышны кӧрт сайдингӧн.,Планируется внешнее утепление стен и обшивка металлическим
2403,"Дзиръяыс лоӧ пуысь, ӧшиньясыс – пластикысь, югыд сетан ӧклупеньыс – поликарбонатысь.","Ворота будут исполнены из дерева, окна – из пластика, световой конек из поликарбоната."
2404,Проект серти вӧчасны принудительнӧй вентиляция система.,Проектом предусмотрено устройство системы принудительной вентиляции.
2405,"Вайӧма нин став стрӧитчан материалсӧ: утеплитель, вевттьысян материал, сайдинг, поликарбонат, ӧшиньяс, ӧдзӧсъяс.","Все строительные материалы завезены в полном объёме: доставлены утеплитель, кровельный материал, сайдинг, поликарбонат, окна, двери."
2406,"Сувтӧдӧмаӧсь стрӧпилӧяссӧ, тэчӧма стенъяс, юклӧма жыръяс вылӧ, дасьӧсь пуысь полкаяс.","Завершены работы по монтажу стропильной системы, кладке стен, выложены внутренние перегородки, набраны деревянные полки."
2407,Заводитӧма вевттьыны карталысь вевтсӧ.,Начаты работы по укрытию крыши кровельным материалом.
2408,"Вӧчӧны куйӧд петкӧдан транспортёръяс, дасьтысьӧны пуктыны ӧшиньяс да ӧдзӧсъяс.","Продолжается устройство навозных транспортёров, подготовка к монтажу окон и дверей."
2409,"Уджыс мунӧ графикӧ кутчысьӧмӧн, уджъяссӧ кӧсйӧны помавны 2021 вося йирым тӧлысьын.","Работы выполняются в соответствии с графиком, планируемый срок завершения – октябрь 2021 года."
2410,Проект збыльмӧдӧмӧ пырӧдчигӧн кӧсйӧны восьтыны содтӧд куим уджалан места.,В рамках реализации проекта планируется создать три дополнительных рабочих места.
2411,"Василий Захаровлӧн фермер овмӧсын 148 гырысь скӧт юр. Районын тайӧ крестьянин фермер овмӧсыс медся ыджыдъяс лыдын, вонас вузалӧ йӧв-выйсӧ 300 тоннаӧдз, выйсӧ 8 тоннаысь унджык да яйсӧ 26 тонна.","В фермерском хозяйстве Василия Захарова содержится 148 голов крупного рогатого скота, это одно из самых крупных К(Ф)Х в районе, реализует в год до 300 тонн молочной продукции, свыше 8 тонн масла и 26 тонн скота в убойном весе."
2412,"Таысь кындзи, сӧмын Василий Захаровлӧн крестьянин фермер овмӧс рӧспута дырйи могмӧдӧ районса юрсиктсӧ йӧлӧн да яйӧн.","Кроме того, К(Ф)Х Василия Захарова – единственный поставщик молочной и мясной продукции в районный центр в период сезонной распутицы."
2413,"Сылысь прӧдукциясӧ вайӧны сьӧмкуд учреждениеясӧ, вузалӧны фирменнӧй да  районса вузасянінъясын.","Произведенная продукция реализуется в бюджетные учреждения, через фирменные магазины, а также передается для реализации в торговые точки района."
2414,Владимир Уйба кык лун чӧж кутас уджавны Чилимдін районын ,Владимир Уйба находится с двухдневной рабочей поездкой в Усть-Цилемском районе 
2415,Ӧні Коми Республикаса Юралысь ветлас ылыс олан пунктъясӧ.,Особое внимание во время нынешнего визита Глава Республики Коми уделит отдалённым населённым пунктам.
2416,Та дырйи тӧд вылӧ босьтісны Коми Республикаса регионӧн веськӧдлан шӧринлысь быдлунся аналитикасӧ.,В том числе исходя из ежедневной аналитики Центра управления регионом по Республике Коми.
2417,Сійӧс чукӧртӧма олысьяслӧн социальнӧй везъясын юӧртӧмъяс подув вылын.,Собранной на основе сообщений жителей в социальных сетях.
2418,"Коми Республикаса Юралыськӧд ӧттшӧтш Чилимдінын уджалӧны Коми Республикаса Веськӧдлан котырӧн Юрнуӧдысьӧс вежысь Галина Габушева, Коми Республикаса вӧр-ва озырлун да гӧгӧртас видзан министр Алексей Кузнецов, Коми Республикаса стрӧитчан, оланін да коммунальнӧй овмӧс министр Игорь Кузьмичев, Коми Республикаса видз-му овмӧс да потребительскӧй рынок министр Денис Шаронов, Коми Республикаса велӧдан, наука да том йӧз политика министр Наталья Якимова, Коми Республикаса эмбур да му йитӧдъяс комитетӧн юрнуӧдысь Александр Сажин.","Главу Республики Коми в рабочей поездке в Усть-Цилемский район сопровождают заместитель Председателя Правительства Республики Коми Галина Габушева, министр природных ресурсов и охраны окружающей среды Республики Коми Алексей Кузнецов, министр строительства и жилищно-коммунального хозяйства Республики Коми Игорь Кузьмичев, министр сельского хозяйства и потребительского рынка Республики Коми Денис Шаронов, министр образования, науки и молодёжной политики Республики Коми Наталья Якимова, председатель Комитета Республики Коми имущественных и земельных отношений Александр Сажин."
