,0,1
2850,"Проект серти лӧсьӧдасны 2000 уджалан места, унджыкыс лоас Коми Республикаын.","В рамках проекта будет создано более 2 000 рабочих мест, две трети из которых придутся на Республику Коми."
2851,"«Баренцкомур» проектсӧ, мый серти кӧсйӧны стрӧитны Сосногорск – Индига кӧрт туй магистраль (сійӧ йитас Индига, Сосногорск, Мылдін, Полуночное да Сургут), урчитӧма 2030 воӧдз Россия Федерацияса кӧрт туй транспорт сӧвмӧдан стратегияын да Ненеч асвеськӧдлан кытш сӧвмӧдан стратегияын.","Проект «Баренцкомур», предполагающий строительство железнодорожной магистрали Сосногорск – Индига, которая соединит Индигу, Сосногорск, Троицко-Печорск, Полуночное и Сургут, закреплён в Стратегии развития железнодорожного транспорта Российской Федерации и в стратегии развития наших соседей – Ненецкого автономного округа – до 2030 года."
2852,"Ӧнія кадӧ лӧсьӧдӧны «Воркута» монокарын Арктикаса медицина кластер, медым могмӧдны ветлысь судноясысь йӧзӧс (войтыркостса стандартъяс серти).",В настоящее время ведётся работа по созданию на территории моногорода «Воркута» Арктического медицинского кластера для обслуживания контингента проходящих судов (в соответствии с международными стандартами).
2853,"Кырымалӧма «Мегафон» публичнӧй акционер котыркӧд «Арктик Коннект» ваувса арктическӧй волоконно-оптическӧй связь линия стрӧитан проектын Коми Республикалӧн участвуйтӧм йылысь артмӧдчӧм сы могысь, медым могмӧдны Воркутаын карса да промышленнӧй инфраструктурасӧ бур связьӧн.","Подписано соглашение с ПАО «Мегафон» об участии Республики Коми в проекте строительства подводной арктической волоконно-оптической линии связи «Арктик Коннект» с тем, чтобы обеспечить городскую и промышленную инфраструктуру в Воркуте доступной, надёжной и качественной связью."
2854,"«Санкт-Петербург – Владивосток маршрутті пырся судоходнӧй контейнернӧй линияяс да каботажнӧй перевозкаяс, либӧ сідз шусяна Войвывса ыджыд саридз туй, котыртӧм серти могсӧ лыддя ёна тӧдчанаӧн.","«Решение сегодняшней задачи по организации регулярных судоходных контейнерных линий и каботажных перевозок по маршруту Санкт-Петербург – Владивосток, это так называемый Большой Северный морской путь, считаю критически значимым условием."
2855,"Сійӧ отсалас збыльмӧдны Коми Республикалысь да Россия Федерацияса мукӧд субъектлысь, кутшӧмъяс меститчӧны лунвылынджык, да кӧні саридзӧ петаніныс абу, но кӧні сӧвмӧма ва, кӧрт туй, автомашина транспорт, промышленносьтын, логистикаын (транзитнӧй) да сервисын позянлунъяссӧ.","Для решения задачи завтрашней – раскрытия промышленного, логистического (транзитного) и сервисного потенциала как Республики Коми, так и субъектов Российской Федерации, располагающихся южнее нашего региона и не имеющих прямого выхода к морю, но имеющих разветвлённое транспортное [речное, железнодорожное, автомобильное, - прим.] сообщение с Республикой Коми."
2856,"Тайӧ сетас позянлун лӧсьӧдны Войвывса саридз туйысь донсӧ вештӧм вылӧ колана бӧр нуан груз база, а сідзжӧ сетас Войвывса ыджыд саридз туйӧдз петанін» - гӧгӧрвоӧдіс Коми Республикаса Юралысь Владимир Уйба.","Что позволит нам совместно сформировать нужный для окупаемости Северного морского пути объём обратной грузовой базы, а также даст нам выход на Большой Северный морской путь», - прокомментировал Глава Республики Коми Владимир Уйба."
2857,Фото: www.hurtigruten.us,Фото: www.hurtigruten.us
2858,Коми язык,Русский язык
2859,Коми Республикаын кутасны сёрнитны страналӧн промышленнӧй кластеръяс йылысь ,Республика Коми станет центром обсуждения перспектив развития промышленных кластеров страны 
2860,Косму тӧлысь 1 да 2 лунъясӧ Сыктывкарын лоас «Россияса промышленнӧй кластеръяс сӧвмӧдӧм серти практическӧй сессия».,"1 и 2 апреля в Сыктывкаре пройдет ""Практическая сессия по развитию промышленных кластеров России""."
2861,"Сессия вылын паныдасясны страналӧн 60 регионысь уджалан да лӧсьӧдан промышленнӧй кластеръяс лыдысь организацияясӧс да предприятиеясӧс петкӧдлысьяс, регионса промышленнӧй политика збыльмӧдӧм вӧсна кывкутысь олӧмӧ пӧртысь власьт органъясӧс петкӧдлысьяс да Россияын кластеръяс сӧвмӧдан шӧринъясӧс петкӧдлысьяс.","На сессии встретятся представители организаций и предприятий в составе действующих и создаваемых промышленных кластеров, представители органов исполнительной власти, ответственные за реализацию региональной промышленной политики, и представители центров кластерного развития России из 60 регионов страны."
2862,Сессияын участвуйтас 90-ысь унджык предприятие.,В сессии примут участие более 90 предприятий.
2863,Мероприятиесӧ котыртӧны да нуӧдӧны Коми «Мой бизнес» да Россия Федерацияса промышленносьт да вузасян министерство республикаса Веськӧдлан котыркӧд ӧттшӧтш Россияса кластеръяслӧн да технопаркъяслӧн ассоциация отсӧгӧн.,"Организацией и проведением мероприятия занимаются ""Мой бизнес"" Коми и Министерство промышленности и торговли РФ совместно с Правительством республики при поддержке Ассоциации кластеров и технопарков России."
2864,Кык лунся сессия дырйи кӧсйӧны ветлыны Сыктывкарса гырысь производственнӧй предприятиеясӧ да нуӧдны «Ӧтувъя кластернӧй проектъяс збыльмӧдӧм серти чӧжӧм сям. Ӧтувъя проект збыльмӧдан медшӧр аслыспӧлӧслунъяс да кывкӧртӧдъяс» ӧтувъя кластернӧй проект дасьтӧм да дорйӧм серти удж.,"В рамках двухдневной сессии планируется посещение крупных производственных предприятий Сыктывкара и практическое занятие по подготовке и защите совместных кластерных проектов ""Практический опыт реализации совместного кластерного проекта. Ключевые особенности и итоги реализации совместного проекта""."
2865,"Мероприятиеыс лоас кык водзвыв дорйысьӧмъяс пиысь ӧтиӧн, кутшӧмъяс мунӧны субсидия босьтӧм вылӧ ӧтувъя кластернӧй проектъяс конкурсӧн бӧрйӧм водзын.","Мероприятие будет являться одной из двух предварительных защит, предшествующих конкурсному отбору совместных кластерных проектов на получение субсидии."
2866,Конкурсӧн бӧрйӧмсӧ Россия Федерацияса промышленносьт да вузасян министерство нуӧдас 2021 вося коймӧд кварталын.,Конкурсный отбор Министерство промышленности и торговли Российской Федерации проведет в третьем квартале 2021 года.
2867,Россияын промышленнӧй кластеръясын участвуйтысьяслы тавосянь заводитасны вичмӧдны канмусянь субсидияяс.,Государственное финансирование в виде субсидий участникам промышленных кластеров в России возобновлено с этого года.
2868,"«Промышленносьт сӧвмӧдӧм да сылысь конкурентоспособносьтсӧ кыпӧдӧм» Россия Федерацияса канму уджтас балаын урчитӧма россияса организацияяслы канмусянь отсӧг сетӧм серти Россияса субъектъяслы субсидияяс, кодъяс збыльмӧдӧны проектъяс (мероприятиеяс) промышленносьт сӧвмӧдан регионса уджтасъяс лыдын.","Проект государственной программы РФ ""Развитие промышленности и повышение ее конкурентоспособности"" предусматривает субсидии субъектам РФ на софинансирование расходных обязательств по оказанию государственной поддержки российским организациям, реализующим проекты (мероприятия) в составе региональных программ развития промышленности."
2869,"Та вылӧ федеральнӧй сьӧмкудйысь 2021-2023 воясын вичмӧдӧма 1,6 млрд шайт.","Из федерального бюджета на эту меру господдержки в 2021-2023 годах выделено 1,6 млрд рублей."
2870,"Вичмӧдӧм субсидияыс кӧ оз тырмы, сьӧмсӧ содтасны.","С перспективой увеличения финансирования, если потребность в субсидиях превысит выделенный объем."
2871,Промышленнӧй площадкаясын проект серти отсалан мераяс лыдӧ пырӧны оборудование ньӧбӧм вылӧ рӧскодсӧ 50% субсидируйтӧм да вӧрзьӧдны позьтӧм объект ньӧбӧм вылӧ рӧскодсӧ 25%-ӧдз компенсируйтӧм.,"Мерами поддержки промышленных площадок в рамках проекта, например, являются субсидирование 50% затрат на приобретение оборудования и компенсация до 25% затрат на выкуп недвижимости."
2872,Россияын да сылӧн регионъясын регионса экономика кластеръясӧн котыртӧмыс бӧръя воясӧ лоӧ зэв тӧдчанаӧн канму промышленнӧй политикаын.,В России и в ее регионах кластерная форма пространственной организации региональной экономики в последние годы становится одним из приоритетных инструментов государственной промышленной политики.
2873,Кластеръяс серти предприятиеяслӧн ӧтувъя уджыс отсалӧ сӧвмӧдны странаын кооперация йитӧдъяссӧ.,Взаимодействие предприятий в рамках кластеров способствует развитию кооперационных связей внутри страны.
2874,"Коми Республика та кадӧ бура лӧсялӧ отраслевӧй кластеръяс сӧвмӧдӧм вылӧ, та вӧсна сійӧс и бӧрйисны татшӧм мероприятиесӧ нуӧдӧм вылӧ.","Республика Коми в свою очередь является одним из перспективных регионов для формирования отраслевых кластеров, в связи с этим выбор места для проведения подобного мероприятия пал именно на нее."
2875,Коми язык,Русский язык
2876,Владимир Уйба аддзысьліс Россияын Беларусь Республикаса посольстволӧн Санкт-Петербургын юкӧнӧн юрнуӧдысь Игорь Заломайкӧд ,Владимир Уйба встретился с руководителем отделения Посольства Республики Беларусь в России в Санкт-Петербурге Игорем Заломаем 
2877,"Удж серти аддзысьлӧмыс вӧлі талун, рака тӧлысь 30 лунӧ.","Рабочая встреча состоялась сегодня, 30 марта."
2878,"Сёрнитісны сы йылысь, кыдзи кутасны сӧвмӧдны Коми Республика да Беларусь Республика костын ӧтув уджалӧмсӧ да йитчӧмсӧ.",Обсуждены вопросы развития сотрудничества и взаимодействия Республики Коми и Республики Беларусь.
2879,"«Владимир Викторович, медводз кӧсъя аттьӧавны тіян шензьӧдана муӧ корӧмысь.","«Владимир Викторович, позвольте прежде всего поблагодарить за приглашение посетить ваш замечательный край."
2880,Аттьӧ бура примитӧмысь.,Спасибо за тёплый приём.
2881,"Менам вӧліны нин аддзысьлӧмъяс Коми Республикаса экономика сӧвмӧдан да промышленносьт министерствоын, Вузасян-промышленнӧй палатаын, талун аддзысьла на Сыктывкарын миян диаспоракӧд», - висьталіс Игорь Заломай.","Я уже провёл ряд встреч в Министерстве экономического развития и промышленности Республики Коми, Торгово-промышленной палате, сегодня ещё встречусь с нашей диаспорой в Сыктывкаре», - рассказал Игорь Заломай."
2882,"«Коми Республика да Беларусь Республика важӧн нин бура ёртасьӧны уна юкӧнын – экономикаын, культураын, наукаын, велӧдӧмын, спортын.","«Республику Коми и Республику Беларусь связывают давние тёплые, дружественные отношения во многих сферах – экономике, культуре, науке, образовании, спорте."
2883,"Миянлы колӧ сӧвмӧдны да паськӧдны Коми Республика да Беларусь Республика костын тӧдчана йитӧдъяссӧ», - пасйис Владимир Уйба.","Мы заинтересованы в расширении взаимовыгодных связей между Республикой Коми и Республикой Беларусь на долгосрочной и постоянной основе», - подчеркнул Владимир Уйба."
2884,"2020 вося кӧч тӧлысьын Беларусьса да Россияса регионъяслӧн VII форум дырйи кырымалісны Коми Республикаса Веськӧдлан котыр да Беларусь Республикаса Веськӧдлан котыр костын торгово-экономическӧй, научно-техническӧй да социально-культурнӧй юкӧнын ӧтув уджалӧм йылысь артмӧдчӧм.","В сентябре 2020 года в рамках VII Форума регионов Беларуси и России подписано Соглашение между Правительством Республики Коми и Правительством Республики Беларусь о торгово-экономическом, научно-техническом и социально-культурном сотрудничестве."
2885,Квайт во чӧж нин Коми да Беларусь нуӧдӧны ӧтувъя удж Коми Республикаса Веськӧдлан котыр да Беларусь Республикалӧн Гродноса областнӧй олӧмӧ пӧртысь комитет костын ӧтув уджалӧм йылысь  артмӧдчӧм серти.,На протяжении шести лет Коми и Беларусь взаимодействуют в рамках Соглашения о сотрудничестве между Правительством Республики Коми и Гродненским областным исполнительным комитетом Республики Беларусь.
2886,2021 вося рака тӧлысь 18 лунӧ онлайн кырымалісны Коми Республикаса Вузасян-промышленнӧй палата да Беларусьса Вузасян-промышленнӧй палаталӧн Гродноса юкӧд костын ӧтув уджалӧм йылысь артмӧдчӧм.,18 марта 2021 года в онлайн-формате подписано соглашение о сотрудничестве между Торгово-промышленной палатой Республики Коми и Гродненским отделением Белорусской Торгово-промышленной палаты.
2887,"Коми Республикаса делегацияяс эз ӧтчыдысь ветлыны Беларусьӧ, быд во участвуйтӧны Беларусьса да Россияса регионъяслӧн форумъясын.","Делегации Республики Коми неоднократно выезжали в Беларусь, ежегодно участвуют в Форуме регионов Беларуси и России."
2888,"Ёна сӧвмӧны наука да велӧдан юкӧнын йитӧдъясыс, вузъяс костын ӧтувъя уджыс.","Активно развиваются контакты в сфере науки и образования, межвузовского взаимодействия."
2889,20 воысь дырджык Комиын уджалӧ Белорусскӧй национально-культурнӧй автономия – республикалӧн меддыр уджалысь ӧтйӧза ӧтувъяс пиысь ӧти.,Более 20 лет в Коми успешно работает Белорусская национально-культурная автономия – одна из старейших авторитетных общественных объединений республики.
2890,"Ӧтув уджалӧны культура учреждениеяс, Беларусь Республикаысь творческӧй коллективъяс пыр виччысьӧны да зэв бура примитӧны Коми Республикаын.","Сотрудничают учреждения культуры, творческие коллективы из Республики Беларусь всегда ждут и очень хорошо принимают в Республике Коми."
2891,2016 восянь уджалӧ Коми Республика да Беларусь Республика костын ӧтув уджалӧм серти уджалан группа.,С 2016 года действует рабочая группа по сотрудничеству между Республикой Коми и Республикой Беларусь.
2892,"Владимир Уйба вӧзйис таво очнӧя нуӧдны Сыктывкарын уджалан группакӧд заседание сэк, кор бурмас эпидемия серпасыс.","Владимир Уйба предложил провести в этом году в Сыктывкаре очередное заседание рабочей группы в очном формате, как только позволит эпидемиологическая обстановка."
2893,"«Колӧ дасьтыны ӧтувъя уджалан группалӧн заседаниелысь сёрнитантор, медым сэтчӧ пырис кыдз позьӧ унджык проект, кутшӧмъясӧс ми ӧтлаын вермам збыльмӧдны Коми Республикаын.","«Очень важно подготовить повестку заседания совместной рабочей группы, чтобы она была максимально наполнена реальными проектами, которые в перспективе мы совместно сможем реализовать в Республике Коми."
2894,"Ӧд миян эмӧсь арктика мутасъяс – Воркута, Инта, Усинск, Чилимдін.","Тем более что у нас есть сухопутные арктические территории – Воркута, Инта, Усинск, Усть-Цильма."
2895,Тані уна позянлун збыльмӧдны выль проектъяс.,И они перспективные с точки зрения больших преференциальных возможностей для реализации новых проектов.
2896,"Ме чайта, тані миян колӧ видлавны Вузасян-промышленнӧй палата тшупӧдын, медым уджалан группалӧн заседание дырйи пыртны стӧч вӧзйӧмъяс быд боксянь водзӧ видлалӧм могысь», - вӧзйис Коми Республикаса Юралысь.","И здесь, я считаю, нам совершенно точно нужно на уровне Торгово-промышленной палаты отработать, чтобы на заседание рабочей группы были вынесены конкретные предложения для дальнейшего более детального обсуждения», - предложил Глава Республики Коми."
2897,"Татшӧм проектъяс пиысь ӧтиӧн, кыдзи чайтӧ Владимир Уйба, вермас эськӧ лоны мебель вӧчӧм серти ӧтувъя предприятие.","Одним из таких проектов, считает Владимир Уйба, могло бы стать совместное предприятие по производству мебели."
2898,"Тайӧ юкӧнын Белоруссия пырӧ медводдзаяс лыдӧ, та дырйи Коми Республикаса вӧр промышленносьт юкӧн сӧвмӧдӧ пыдіа переработайтӧмсӧ дона продукция вӧчӧмӧн.","В этой сфере Белоруссия является одним из признанных лидеров, между тем лесопромышленная отрасль Республики Коми держит курс на развитие глубокой переработки с производством продукции с высокой добавленной стоимостью."
2899,"Таысь кындзи, уджъёртасигӧн бура сӧвмасны скӧт видзӧм, машина стрӧитӧм, обработайтан производство, нефте-, газо- и углехимия.","Кроме того, перспективными направлениями сотрудничества являются животноводство, машиностроение, обрабатывающее производство, нефте-, газо- и углехимия."
2900,"Сёрнитчысьяс воисны ӧти кывйӧ вежласьны бизнес-мӧвпъясӧн, медым бурмӧдны да паськӧдны Коми Республикаса да Беларусь Республикаса асшӧр уджалысьяс костын йитӧдъяссӧ.","В развитие этой темы стороны договорились об обмене бизнес-миссиями, чтобы укрепить и расширить деловые контакты предпринимателей Республики Коми и Республики Беларусь."
2901,«Таво Коми Республика пасйӧ сійӧс артмӧдӧмсянь 100 во тырӧм.,«В этом году Республика Коми отмечает 100-летие со дня своего образования.
2902,"Тайӧ миянлы зэв тӧдчана лоӧмтор, мый серти нуӧдӧны нин праздничнӧй мероприятиеяс.","Это важнейшее для нас событие, в рамках которого уже проходят юбилейные праздничные мероприятия."
2903,Коми Республикалы сиӧм лунъясыс сідзжӧ лоасны Санкт-Петербургын да Москваын.,"Дни Республики Коми также пройдут и в Санкт-Петербурге, и в Москве."
2904,"Миянлы лоас нимкодь аддзыны Тіянӧс да Беларусь Республикаысь делегацияӧс почёта гӧсьтъяс лыдын мероприятиеяс вылын и республикаын, и сы сайын», - тӧдчӧдіс Владимир Уйба.","Мы будем рады видеть Вас и делегацию Республики Беларусь в числе почётных гостей на мероприятиях и в республике, и за её пределами», - отметил в завершение встречи Владимир Уйба."
2905,Коми язык,Русский язык
2906,Коми Республикаса Юралысь Владимир Уйба корис Россияса экономика сӧвмӧдан министр Максим Решетниковӧс нуӧдны Воркута да Инта сӧвмӧдӧм серти сӧвещание ,Глава Республики Коми Владимир Уйба инициировал совещание у Министра экономического развития России Максима Решетникова по развитию Воркуты и Инты 
2907,Сӧвещаниеыс вӧлі рака тӧлысь 29 лунӧ видеосвязь пыр.,"В совещании, состоявшемся 29 марта по видеосвязи."
2908,"Сэні участвуйтісны Россияса Ылі Асыввыв сӧвмӧдан министерствоӧс, Россияса удж министерствоӧс, Россияса энергетика министерствоӧс, Коми Республикаса Веськӧдлан котырӧс, Монокаръяс сӧвмӧдан фондӧс да «Северсталь Менеджмент» акционер котырӧс петкӧдлысьяс.","приняли участие представители Минвостокразвития России, Минтруда России, Минэнерго России, Правительства Республики Коми, Фонда развития моногородов и АО «Северсталь Менеджмент»."
2909,Воркута да Инта – Коми Республикаса из шом перъян монокаръяс.,Воркута и Инта – угледобывающие моногорода Республики Коми.
2910,2019 воӧ Интаса кар артмӧдан предприятиесӧ шуӧма банкротӧн.,В 2019 году градообразующее предприятие Инты признано несостоятельным (банкротом).
2911,"Ӧні сійӧс бырӧдӧны, кӧсйӧны консервируйтны предприятиелысь медбӧръя шахтасӧ – «Интинскӧй».","Сейчас оно находится в стадии ликвидации, планируются работы по консервации последней шахты предприятия – «Интинская»."
2912,Воркутаса кар артмӧдысь предприятие кӧсйӧ дугдыны уджавны куйлӧдъясын 2037 воын.,Градообразующее предприятие Воркуты планирует завершить отработку месторождений в 2037 году.
2913,"Медым видзны тайӧ каръяссӧ да могмӧдны налысь зумыд аскиалунсӧ, республикаса власьтъяс уджалӧны найӧс сӧвмӧдан экономика подувсӧ вежӧм серти.","Чтобы сохранить эти города и обеспечить их стабильное будущее, власти республики активно работают над изменением экономической основы их развития."
2914,"Из шом перйӧмыс кольӧ тӧдчанаӧн Воркутаын да Интаын, но колӧ оз сӧмын перйыны унджык из шом, но ёнджыка бурмӧдны из шомсӧ да лӧсьӧдны углехимическӧй производствояс.","Роль угледобычи в дальнейшей судьбе Воркуты и Инты остаётся стратегически важной, но перспективы отрасли должны связываться не только с ростом объёмов добычи коксующихся и энергетических углей, но и с существенным увеличением глубины обогащения углей и с созданием углехимических производств."
2915,"Печораса бассейнын из шом запасыс – 7,2 млрд тонна.","Разведанные запасы каменных углей Печорского бассейна оцениваются в 7,2 млрд тонн."
2916,"Бассейнлӧн кондиционнӧй прогнознӧй ресурсыс – 175,7 млрд тонна, нёльӧд пайсьыс унджыкыс – Р1 категорияа.","Кондиционные прогнозные ресурсы бассейна составляют 175,7 млрд тонн, из них более четверти – категории Р1."
2917,"Печораса из шом бассейнын эм став сикас из шом, кутшӧмъяс сетӧны позянлун сӧвмӧдны коксохимия, энергетика сырьё база да вӧдитчыны наӧн выль ногӧн.","Печорский угольный бассейн содержит всю гамму углей, обеспечивающих возможность развития сырьевой базы коксохимии, энергетики и нетрадиционных направлений их использования."
2918,"Коксуйтчысь из шомсӧ мупытшса ногӧн ӧні перйӧны Воркутаса да Воргашорса куйлӧдъясын, восьса ногӧн – Юньягаса куйлӧдын.","Коксующиеся угли добываются в настоящее время подземным способом на Воркутском и Воргашорском месторождениях, открытым способом – на Юньягинском разрезе."
2919,Печораса из шом бассейн стратегическӧя сӧвмӧдан могӧн лоӧ из шом перйӧмсӧ вонас 10-12 млн тоннаӧдз кыпӧдӧм – ӧнія шахтаяссӧ выльмӧдӧмӧн да из шом перъян выль производствояс стрӧитӧмӧн.,Стратегической задачей развития Печорского угольного бассейна является развитие мощностей добычи угля на уровне 10-12 млн тонн в год — как за счёт модернизации действующих шахт.
2920,Тайӧ лӧсялӧ 2035 воӧдз Арктика зона сӧвмӧдан стратегиялы да 2035 воӧдз Россияса из шом промышленносьт сӧвмӧдан уджтаслы.,"Так и за счёт строительства новых угледобывающих производств, что соответствует Стратегии развития Арктической зоны до 2035 года и Программе развития угольной промышленности России до 2035 года."
2921,"«Сы вылӧ видзӧдтӧг, мый Россияын энергетическӧй из шом маркаясын коланлуныс чинӧ, мирын найӧ ёна колӧны.","«Несмотря на снижение спроса на энергетические марки угля в России, мировой спрос на них остается достаточно высоким."
2922,"Россияса Арктика зона сӧвмӧдан стратегияын гижӧма, мый колӧ могмӧдны Войвыв саридз туйлӧн акваторияті нуӧмсӧ.","Одной из задач, обозначенной в Стратегии развития Арктической зоны России, является обеспечение перевозок в акватории Северного морского пути."
2923,"Та боксянь Комилӧн эм энергетическӧй шомлӧн сырьё база, медым нуны пытшкӧсса да ортсыса рынокъясӧ.",В этом смысле Коми обладает значительной сырьевой базой энергетических углей для поставок на внутренний и внешний рынки.
2924,"Татшӧм резервъясысь ӧтиӧн лоӧ Сейдаса энергетическӧй шом куйлӧд», - пасйис Владимир Уйба.","Одним из таких резервов является Сейдинское месторождение энергетических углей», - отметил Владимир Уйба."
2925,"Россия Федерацияса экономика сӧвмӧдан министр Максим Решетников висьталіс, мый кӧсйӧ волыны Воркутаӧ да Интаӧ тавося лӧддза-номъя тӧлысьӧ, медым места вылын тӧдмасьны монокаръясын серпасӧн.","Министр экономического развития Российской Федерации Максим Решетников выразил желание посетить Воркуту и Инту в июне этого года, чтобы на месте ознакомиться с ситуацией в моногородах."
2926,«Интауголь» АК бырӧдӧм серти Максим Решетников вӧзйис уджавны Интаӧс горнӧй выработкаяс бырӧдӧм серти уджтасӧ пыртӧм вылын.,Касательно темы ликвидации АО «Интауголь» Максим Решетников предложил проработать вопрос о включении Инты в программу по ликвидации горных выработок.
2927,Та могысь федеральнӧй оланпастэчасӧ колӧ пыртны лӧсялана вежсьӧмъяс.,Для этого требуется внести в федеральное законодательство необходимые изменения.
2928,"Россия Федерацияса экономика сӧвмӧдан министр корис Монокаръяс сӧвмӧдан фондса медыджыд директор Ирина Макиеваӧс видзӧдлыны, кутшӧм позянлунъяс эмӧсь Интаын содтӧд производствояс вӧчӧм вылӧ.","Министр экономического развития Российской Федерации попросил генерального директора Фонда развития моногородов Ирину Макиеву посмотреть, какие есть возможности по созданию дополнительных производств на территории Инты."
2929,"Сӧвещаниеӧ пырӧдчысьяс сёрнитчисны куим вежон чӧжӧн сетны Россияса экономика сӧвмӧдан министерствоӧ ассьыныс вӧзйӧмъяссӧ сы серти, кыдзи лӧсьӧдны Коми Республикаса из шом перъян монокаръяс сӧвмӧдан стратегия.",Участники совещания договорились в течение трёх недель представить в Минэкономразвития России свои предложения по выработке дальнейшей стратегии развития угледобывающих моногородов Республики Коми.
2930,Коми язык,Русский язык
2931,Томуловӧс мыж вӧчӧмысь ӧлӧдӧм бӧрся видзӧдӧ Коми Республикаса Веськӧдлан котыр ,Вопросы профилактики подростковой преступности – на контроле Правительства Коми 
2932,Коми Республикаса Веськӧдлан котырӧн Юрнуӧдысьӧс вежысь Лариса Карачёва нуӧдіс Тыр арлыдтӧмъяслӧн могъяс да налысь инӧдъяс дорйӧм серти комиссиялысь заседание.,Заместитель председателя Правительства Республики Коми Лариса Карачёва провела очередное заседание республиканской комиссии по делам несовершеннолетних и защите их прав.
2933,"Сёрниыс муніс 2020 воын томуловӧн мыж вӧчӧм, мыж вӧчӧмысь ӧлӧдӧм да тыр арлыдтӧмъясӧн инӧд торкалӧмъяс йылысь, а сідзжӧ челядьлы керкаясысь да бать-мамтӧм да бать-мам дӧзьӧртӧг кольӧм челядьлы мукӧд организацияысь ас кӧсйӧм серти мунӧмысь видзчысьӧм йылысь.","Темой обсуждения стало состояние подростковой преступности по итогам 2020 года, вопросы профилактики преступлений и правонарушений несовершеннолетних, а также предотвращение самовольных уходов из детских домов и других организаций для детей-сирот и детей, оставшихся без попечения родителей."
2934,Профильнӧй министерствоясӧс да ведомствоясӧс петкӧдлысьяс сувтыштлісны челядь да томулов пӧвстын деструктивнӧй петкӧдчӧмъясысь ӧлӧдан юалӧм вылӧ.,Представители профильных министерств и ведомств затронули вопрос профилактики деструктивных проявлений в среде детей и молодежи.
2935,"«Медым ӧлӧдны челядьӧс да томуловӧс мыж вӧчӧмысь, колӧ котыртны налы интереснӧй да пӧльзаӧн прӧст кад коллялӧм.","«Основа ранней профилактики – организация активного, интересного и полезного досуга наших детей и подростков."
2936,"Да, дерт жӧ, сетны позянлун велӧдчыны колана уджсикасӧ да аддзыны асьнысӧ олӧмын.","И, конечно, возможность получить путевку в жизнь, обучившись востребованной профессии."
